genome_ID	azored_pa
MGYG-HGUT-03605	absent
MGYG-HGUT-03606	absent
MGYG-HGUT-03607	absent
MGYG-HGUT-03608	absent
MGYG-HGUT-03609	absent
MGYG-HGUT-03610	absent
MGYG-HGUT-03611	absent
MGYG-HGUT-03612	present
MGYG-HGUT-03613	absent
MGYG-HGUT-03614	absent
MGYG-HGUT-03615	absent
MGYG-HGUT-03616	absent
MGYG-HGUT-03617	absent
MGYG-HGUT-03618	absent
MGYG-HGUT-03619	absent
MGYG-HGUT-03620	present
MGYG-HGUT-03621	absent
MGYG-HGUT-03622	present
MGYG-HGUT-03623	present
MGYG-HGUT-03624	present
MGYG-HGUT-03625	absent
MGYG-HGUT-03626	present
MGYG-HGUT-03627	absent
MGYG-HGUT-03628	present
MGYG-HGUT-03629	absent
MGYG-HGUT-03630	absent
MGYG-HGUT-03631	absent
MGYG-HGUT-03632	present
MGYG-HGUT-03633	absent
MGYG-HGUT-03634	absent
MGYG-HGUT-03635	absent
MGYG-HGUT-03636	absent
MGYG-HGUT-03637	absent
MGYG-HGUT-03638	absent
MGYG-HGUT-03639	absent
MGYG-HGUT-03640	present
MGYG-HGUT-03641	absent
MGYG-HGUT-03642	absent
MGYG-HGUT-03643	absent
MGYG-HGUT-03644	absent
MGYG-HGUT-03645	absent
MGYG-HGUT-03646	present
MGYG-HGUT-03647	absent
MGYG-HGUT-03648	present
MGYG-HGUT-03649	present
MGYG-HGUT-03650	absent
MGYG-HGUT-03651	absent
MGYG-HGUT-03652	absent
MGYG-HGUT-03653	absent
MGYG-HGUT-03654	present
MGYG-HGUT-03655	present
MGYG-HGUT-03656	absent
MGYG-HGUT-03657	present
MGYG-HGUT-03658	present
MGYG-HGUT-03659	absent
MGYG-HGUT-03660	absent
MGYG-HGUT-03661	absent
MGYG-HGUT-03662	absent
MGYG-HGUT-03663	absent
MGYG-HGUT-03664	present
MGYG-HGUT-03665	absent
MGYG-HGUT-03666	absent
MGYG-HGUT-03667	absent
MGYG-HGUT-03668	absent
MGYG-HGUT-03669	absent
MGYG-HGUT-03670	absent
MGYG-HGUT-03671	absent
MGYG-HGUT-03672	absent
MGYG-HGUT-03673	absent
MGYG-HGUT-03674	present
MGYG-HGUT-03675	absent
MGYG-HGUT-03676	absent
MGYG-HGUT-03677	absent
MGYG-HGUT-03678	absent
MGYG-HGUT-03679	present
MGYG-HGUT-03680	present
MGYG-HGUT-03681	absent
MGYG-HGUT-03682	absent
MGYG-HGUT-03683	absent
MGYG-HGUT-03684	present
MGYG-HGUT-03685	present
MGYG-HGUT-03686	present
MGYG-HGUT-03687	present
MGYG-HGUT-03688	present
MGYG-HGUT-03689	present
MGYG-HGUT-03690	present
MGYG-HGUT-03691	absent
MGYG-HGUT-03692	present
MGYG-HGUT-03693	absent
MGYG-HGUT-03694	absent
MGYG-HGUT-03695	absent
MGYG-HGUT-03696	present
MGYG-HGUT-03697	absent
MGYG-HGUT-03698	present
MGYG-HGUT-03699	absent
MGYG-HGUT-03700	present
MGYG-HGUT-03701	present
MGYG-HGUT-03702	present
MGYG-HGUT-03703	present
MGYG-HGUT-03704	absent
MGYG-HGUT-03705	absent
MGYG-HGUT-03706	absent
MGYG-HGUT-03707	present
MGYG-HGUT-03708	present
MGYG-HGUT-03709	present
MGYG-HGUT-03710	present
MGYG-HGUT-03711	present
MGYG-HGUT-03712	present
MGYG-HGUT-03713	present
MGYG-HGUT-03714	present
MGYG-HGUT-03715	present
MGYG-HGUT-03716	present
MGYG-HGUT-03717	present
MGYG-HGUT-03718	absent
MGYG-HGUT-03719	absent
MGYG-HGUT-03720	present
MGYG-HGUT-03721	present
MGYG-HGUT-03722	absent
MGYG-HGUT-03723	absent
MGYG-HGUT-03724	present
MGYG-HGUT-03725	absent
MGYG-HGUT-03726	absent
MGYG-HGUT-03727	absent
MGYG-HGUT-03728	absent
MGYG-HGUT-03729	absent
MGYG-HGUT-03730	absent
MGYG-HGUT-03731	absent
MGYG-HGUT-03732	present
MGYG-HGUT-03733	present
MGYG-HGUT-03734	present
MGYG-HGUT-03735	absent
MGYG-HGUT-03736	present
MGYG-HGUT-03737	absent
MGYG-HGUT-03738	present
MGYG-HGUT-03739	present
MGYG-HGUT-03740	present
MGYG-HGUT-03741	absent
MGYG-HGUT-03742	absent
MGYG-HGUT-03743	absent
MGYG-HGUT-03744	present
MGYG-HGUT-03745	present
MGYG-HGUT-03746	absent
MGYG-HGUT-03747	present
MGYG-HGUT-03748	absent
MGYG-HGUT-03749	absent
MGYG-HGUT-03750	absent
MGYG-HGUT-03751	present
MGYG-HGUT-03752	present
MGYG-HGUT-03753	absent
MGYG-HGUT-03754	absent
MGYG-HGUT-03755	absent
MGYG-HGUT-03756	absent
MGYG-HGUT-03757	absent
MGYG-HGUT-03758	present
MGYG-HGUT-03759	present
MGYG-HGUT-03760	present
MGYG-HGUT-03761	present
MGYG-HGUT-03762	present
MGYG-HGUT-03763	absent
MGYG-HGUT-03764	absent
MGYG-HGUT-03765	present
MGYG-HGUT-03766	present
MGYG-HGUT-03767	absent
MGYG-HGUT-03768	absent
MGYG-HGUT-03769	present
MGYG-HGUT-03770	present
MGYG-HGUT-03771	present
MGYG-HGUT-03772	absent
MGYG-HGUT-03773	absent
MGYG-HGUT-03774	absent
MGYG-HGUT-03775	present
MGYG-HGUT-03776	absent
MGYG-HGUT-03777	absent
MGYG-HGUT-03778	absent
MGYG-HGUT-03779	absent
MGYG-HGUT-03780	present
MGYG-HGUT-03781	absent
MGYG-HGUT-03782	present
MGYG-HGUT-03783	present
MGYG-HGUT-03784	present
MGYG-HGUT-03785	present
MGYG-HGUT-03786	absent
MGYG-HGUT-03787	present
MGYG-HGUT-03788	present
MGYG-HGUT-03789	present
MGYG-HGUT-03790	absent
MGYG-HGUT-03791	absent
MGYG-HGUT-03792	absent
MGYG-HGUT-03793	absent
MGYG-HGUT-03794	absent
MGYG-HGUT-03795	present
MGYG-HGUT-03796	absent
MGYG-HGUT-03797	present
MGYG-HGUT-03798	present
MGYG-HGUT-03799	present
MGYG-HGUT-03800	absent
MGYG-HGUT-03801	absent
MGYG-HGUT-03802	absent
MGYG-HGUT-03803	present
MGYG-HGUT-03804	present
MGYG-HGUT-03805	present
MGYG-HGUT-03806	present
MGYG-HGUT-03807	absent
MGYG-HGUT-03808	present
MGYG-HGUT-03809	absent
MGYG-HGUT-03810	absent
MGYG-HGUT-03811	absent
MGYG-HGUT-03812	present
MGYG-HGUT-03813	absent
MGYG-HGUT-03814	absent
MGYG-HGUT-03815	present
MGYG-HGUT-03816	absent
MGYG-HGUT-03817	absent
MGYG-HGUT-03818	absent
MGYG-HGUT-03819	absent
MGYG-HGUT-03820	absent
MGYG-HGUT-03821	present
MGYG-HGUT-03822	present
MGYG-HGUT-03823	present
MGYG-HGUT-03824	absent
MGYG-HGUT-03825	absent
MGYG-HGUT-03826	absent
MGYG-HGUT-03827	absent
MGYG-HGUT-03828	absent
MGYG-HGUT-03829	absent
MGYG-HGUT-03830	present
MGYG-HGUT-03831	present
MGYG-HGUT-03832	absent
MGYG-HGUT-03833	absent
MGYG-HGUT-03834	absent
MGYG-HGUT-03835	present
MGYG-HGUT-03836	absent
MGYG-HGUT-03837	absent
MGYG-HGUT-03838	absent
MGYG-HGUT-03839	absent
MGYG-HGUT-03840	absent
MGYG-HGUT-03841	absent
MGYG-HGUT-03842	absent
MGYG-HGUT-03843	present
MGYG-HGUT-03844	absent
MGYG-HGUT-03845	absent
MGYG-HGUT-03846	present
MGYG-HGUT-03847	present
MGYG-HGUT-03848	absent
MGYG-HGUT-03849	absent
MGYG-HGUT-03850	absent
MGYG-HGUT-03851	absent
MGYG-HGUT-03852	present
MGYG-HGUT-03853	present
MGYG-HGUT-03854	present
MGYG-HGUT-03855	absent
MGYG-HGUT-03856	absent
MGYG-HGUT-03857	absent
MGYG-HGUT-03858	absent
MGYG-HGUT-03859	absent
MGYG-HGUT-03860	absent
MGYG-HGUT-03861	absent
MGYG-HGUT-03862	present
MGYG-HGUT-03863	absent
MGYG-HGUT-03864	present
MGYG-HGUT-03865	present
MGYG-HGUT-03866	absent
MGYG-HGUT-03867	present
MGYG-HGUT-03868	absent
MGYG-HGUT-03869	present
MGYG-HGUT-03870	present
MGYG-HGUT-03871	absent
MGYG-HGUT-03872	present
MGYG-HGUT-03873	present
MGYG-HGUT-03874	absent
MGYG-HGUT-03875	absent
MGYG-HGUT-03876	present
MGYG-HGUT-03877	absent
MGYG-HGUT-03878	absent
MGYG-HGUT-03879	present
MGYG-HGUT-03880	absent
MGYG-HGUT-03881	absent
MGYG-HGUT-03882	present
MGYG-HGUT-03883	present
MGYG-HGUT-03884	present
MGYG-HGUT-03885	present
MGYG-HGUT-03886	present
MGYG-HGUT-03887	present
MGYG-HGUT-03888	absent
MGYG-HGUT-03889	absent
MGYG-HGUT-03890	absent
MGYG-HGUT-03891	absent
MGYG-HGUT-03892	absent
MGYG-HGUT-03893	absent
MGYG-HGUT-03894	present
MGYG-HGUT-03895	absent
MGYG-HGUT-03896	present
MGYG-HGUT-03897	absent
MGYG-HGUT-03898	present
MGYG-HGUT-03899	absent
MGYG-HGUT-03900	present
MGYG-HGUT-03901	present
MGYG-HGUT-03902	present
MGYG-HGUT-03903	absent
MGYG-HGUT-03904	present
MGYG-HGUT-03905	absent
MGYG-HGUT-03906	present
MGYG-HGUT-03907	absent
MGYG-HGUT-03908	present
MGYG-HGUT-03909	present
MGYG-HGUT-03910	present
MGYG-HGUT-03911	absent
MGYG-HGUT-03912	present
MGYG-HGUT-03913	present
MGYG-HGUT-03914	present
MGYG-HGUT-03915	absent
MGYG-HGUT-03916	present
MGYG-HGUT-03917	absent
MGYG-HGUT-03918	present
MGYG-HGUT-03919	absent
MGYG-HGUT-03920	present
MGYG-HGUT-03921	absent
MGYG-HGUT-03922	present
MGYG-HGUT-03923	present
MGYG-HGUT-03924	present
MGYG-HGUT-03925	present
MGYG-HGUT-03926	present
MGYG-HGUT-03927	absent
MGYG-HGUT-03928	present
MGYG-HGUT-03929	present
MGYG-HGUT-03930	present
MGYG-HGUT-03931	absent
MGYG-HGUT-03932	absent
MGYG-HGUT-03933	present
MGYG-HGUT-03934	present
MGYG-HGUT-03935	present
MGYG-HGUT-03936	absent
MGYG-HGUT-03937	absent
MGYG-HGUT-03938	present
MGYG-HGUT-03939	absent
MGYG-HGUT-03940	absent
MGYG-HGUT-03941	absent
MGYG-HGUT-03942	absent
MGYG-HGUT-03943	absent
MGYG-HGUT-03944	absent
MGYG-HGUT-03945	absent
MGYG-HGUT-03946	absent
MGYG-HGUT-03947	absent
MGYG-HGUT-03948	present
MGYG-HGUT-03949	absent
MGYG-HGUT-03950	absent
MGYG-HGUT-03951	absent
MGYG-HGUT-03952	absent
MGYG-HGUT-03953	absent
MGYG-HGUT-03954	absent
MGYG-HGUT-03955	absent
MGYG-HGUT-03956	absent
MGYG-HGUT-03957	present
MGYG-HGUT-03958	absent
MGYG-HGUT-03959	present
MGYG-HGUT-03960	absent
MGYG-HGUT-03961	present
MGYG-HGUT-03962	absent
MGYG-HGUT-03963	absent
MGYG-HGUT-03964	absent
MGYG-HGUT-03965	absent
MGYG-HGUT-03966	present
MGYG-HGUT-03967	absent
MGYG-HGUT-03968	present
MGYG-HGUT-03969	present
MGYG-HGUT-03970	absent
MGYG-HGUT-03971	present
MGYG-HGUT-03972	absent
MGYG-HGUT-03973	absent
MGYG-HGUT-03974	absent
MGYG-HGUT-03975	absent
MGYG-HGUT-03976	absent
MGYG-HGUT-03977	absent
MGYG-HGUT-03978	present
MGYG-HGUT-03979	absent
MGYG-HGUT-03980	present
MGYG-HGUT-03981	absent
MGYG-HGUT-03982	present
MGYG-HGUT-03983	present
MGYG-HGUT-03984	absent
MGYG-HGUT-03985	present
MGYG-HGUT-03986	absent
MGYG-HGUT-03987	absent
MGYG-HGUT-03988	absent
MGYG-HGUT-03989	present
MGYG-HGUT-03990	absent
MGYG-HGUT-03991	present
MGYG-HGUT-03992	absent
MGYG-HGUT-03993	absent
MGYG-HGUT-03994	absent
MGYG-HGUT-03995	absent
MGYG-HGUT-03996	absent
MGYG-HGUT-03997	absent
MGYG-HGUT-03998	absent
MGYG-HGUT-03999	absent
MGYG-HGUT-04000	absent
MGYG-HGUT-04001	present
MGYG-HGUT-04002	absent
MGYG-HGUT-04003	present
MGYG-HGUT-04004	absent
MGYG-HGUT-04005	absent
MGYG-HGUT-04006	absent
MGYG-HGUT-04007	absent
MGYG-HGUT-04008	absent
MGYG-HGUT-04009	present
MGYG-HGUT-04010	absent
MGYG-HGUT-04011	present
MGYG-HGUT-04012	absent
MGYG-HGUT-04013	absent
MGYG-HGUT-04014	absent
MGYG-HGUT-04015	present
MGYG-HGUT-04016	present
MGYG-HGUT-04017	absent
MGYG-HGUT-04018	present
MGYG-HGUT-04019	present
MGYG-HGUT-04020	present
MGYG-HGUT-04021	present
MGYG-HGUT-04022	absent
MGYG-HGUT-04023	absent
MGYG-HGUT-04024	absent
MGYG-HGUT-04025	absent
MGYG-HGUT-04026	present
MGYG-HGUT-04027	absent
MGYG-HGUT-04028	present
MGYG-HGUT-04029	present
MGYG-HGUT-04030	absent
MGYG-HGUT-04031	present
MGYG-HGUT-04032	absent
MGYG-HGUT-04033	present
MGYG-HGUT-04034	present
MGYG-HGUT-04035	absent
MGYG-HGUT-04036	absent
MGYG-HGUT-04037	absent
MGYG-HGUT-04038	absent
MGYG-HGUT-04039	absent
MGYG-HGUT-04040	present
MGYG-HGUT-04041	absent
MGYG-HGUT-04042	absent
MGYG-HGUT-04043	absent
MGYG-HGUT-04044	absent
MGYG-HGUT-04045	present
MGYG-HGUT-04046	present
MGYG-HGUT-04047	absent
MGYG-HGUT-04048	present
MGYG-HGUT-04049	present
MGYG-HGUT-04050	present
MGYG-HGUT-04051	absent
MGYG-HGUT-04052	absent
MGYG-HGUT-04053	absent
MGYG-HGUT-04054	present
MGYG-HGUT-04055	absent
MGYG-HGUT-04056	present
MGYG-HGUT-04057	absent
MGYG-HGUT-04058	present
MGYG-HGUT-04059	present
MGYG-HGUT-04060	present
MGYG-HGUT-04061	absent
MGYG-HGUT-04062	absent
MGYG-HGUT-04063	present
MGYG-HGUT-04064	absent
MGYG-HGUT-04065	present
MGYG-HGUT-04066	present
MGYG-HGUT-04067	absent
MGYG-HGUT-04068	present
MGYG-HGUT-04069	absent
MGYG-HGUT-04070	present
MGYG-HGUT-04071	absent
MGYG-HGUT-04072	present
MGYG-HGUT-04073	absent
MGYG-HGUT-04074	present
MGYG-HGUT-04075	absent
MGYG-HGUT-04076	absent
MGYG-HGUT-04077	absent
MGYG-HGUT-04078	absent
MGYG-HGUT-04079	present
MGYG-HGUT-04080	present
MGYG-HGUT-04081	absent
MGYG-HGUT-04082	absent
MGYG-HGUT-04083	present
MGYG-HGUT-04084	absent
MGYG-HGUT-04085	absent
MGYG-HGUT-04086	absent
MGYG-HGUT-04087	absent
MGYG-HGUT-04088	absent
MGYG-HGUT-04089	present
MGYG-HGUT-04090	absent
MGYG-HGUT-04091	present
MGYG-HGUT-04092	absent
MGYG-HGUT-04093	present
MGYG-HGUT-04094	absent
MGYG-HGUT-04095	present
MGYG-HGUT-04096	absent
MGYG-HGUT-04097	present
MGYG-HGUT-04098	absent
MGYG-HGUT-04099	absent
MGYG-HGUT-04100	absent
MGYG-HGUT-04101	absent
MGYG-HGUT-04102	absent
MGYG-HGUT-04103	absent
MGYG-HGUT-04104	present
MGYG-HGUT-04105	absent
MGYG-HGUT-04106	absent
MGYG-HGUT-04107	absent
MGYG-HGUT-04108	absent
MGYG-HGUT-04109	absent
MGYG-HGUT-04110	present
MGYG-HGUT-04111	absent
MGYG-HGUT-04112	absent
MGYG-HGUT-04113	absent
MGYG-HGUT-04114	present
MGYG-HGUT-04115	present
MGYG-HGUT-04116	absent
MGYG-HGUT-04117	absent
MGYG-HGUT-04118	present
MGYG-HGUT-04119	absent
MGYG-HGUT-04120	absent
MGYG-HGUT-04121	present
MGYG-HGUT-04122	present
MGYG-HGUT-04123	absent
MGYG-HGUT-04124	absent
MGYG-HGUT-04125	present
MGYG-HGUT-04126	absent
MGYG-HGUT-04127	present
MGYG-HGUT-04128	present
MGYG-HGUT-04129	present
MGYG-HGUT-04130	absent
MGYG-HGUT-04131	present
MGYG-HGUT-04132	absent
MGYG-HGUT-04133	present
MGYG-HGUT-04134	present
MGYG-HGUT-04135	absent
MGYG-HGUT-04136	absent
MGYG-HGUT-04137	absent
MGYG-HGUT-04138	present
MGYG-HGUT-04139	present
MGYG-HGUT-04140	absent
MGYG-HGUT-04141	present
MGYG-HGUT-04142	present
MGYG-HGUT-04143	present
MGYG-HGUT-04144	absent
MGYG-HGUT-04145	present
MGYG-HGUT-04146	absent
MGYG-HGUT-04147	absent
MGYG-HGUT-04148	absent
MGYG-HGUT-04149	absent
MGYG-HGUT-04150	present
MGYG-HGUT-04151	present
MGYG-HGUT-04152	present
MGYG-HGUT-04153	present
MGYG-HGUT-04154	absent
MGYG-HGUT-04155	absent
MGYG-HGUT-04156	present
MGYG-HGUT-04157	absent
MGYG-HGUT-04158	absent
MGYG-HGUT-04159	present
MGYG-HGUT-04160	absent
MGYG-HGUT-04161	present
MGYG-HGUT-04162	absent
MGYG-HGUT-04163	present
MGYG-HGUT-04164	absent
MGYG-HGUT-04165	absent
MGYG-HGUT-04166	present
MGYG-HGUT-04167	absent
MGYG-HGUT-04168	absent
MGYG-HGUT-04169	absent
MGYG-HGUT-04170	absent
MGYG-HGUT-04171	present
MGYG-HGUT-04172	present
MGYG-HGUT-04173	present
MGYG-HGUT-04174	present
MGYG-HGUT-04175	absent
MGYG-HGUT-04176	present
MGYG-HGUT-04177	absent
MGYG-HGUT-04178	absent
MGYG-HGUT-04179	present
MGYG-HGUT-04180	present
MGYG-HGUT-04181	present
MGYG-HGUT-04182	present
MGYG-HGUT-04183	absent
MGYG-HGUT-04184	present
MGYG-HGUT-04185	present
MGYG-HGUT-04186	present
MGYG-HGUT-04187	absent
MGYG-HGUT-04188	absent
MGYG-HGUT-04189	absent
MGYG-HGUT-04190	absent
MGYG-HGUT-04191	absent
MGYG-HGUT-04192	absent
MGYG-HGUT-04193	absent
MGYG-HGUT-04194	absent
MGYG-HGUT-04195	absent
MGYG-HGUT-04196	absent
MGYG-HGUT-04197	absent
MGYG-HGUT-04198	present
MGYG-HGUT-04199	absent
MGYG-HGUT-04200	absent
MGYG-HGUT-04201	absent
MGYG-HGUT-04202	absent
MGYG-HGUT-04203	present
MGYG-HGUT-04204	absent
MGYG-HGUT-04205	absent
MGYG-HGUT-04206	absent
MGYG-HGUT-04207	absent
MGYG-HGUT-04208	absent
MGYG-HGUT-04209	present
MGYG-HGUT-04210	absent
MGYG-HGUT-04211	absent
MGYG-HGUT-04212	absent
MGYG-HGUT-04213	absent
MGYG-HGUT-04214	absent
MGYG-HGUT-04215	absent
MGYG-HGUT-04216	absent
MGYG-HGUT-04217	absent
MGYG-HGUT-04218	absent
MGYG-HGUT-04219	absent
MGYG-HGUT-04220	present
MGYG-HGUT-04221	present
MGYG-HGUT-04222	absent
MGYG-HGUT-04223	absent
MGYG-HGUT-04224	absent
MGYG-HGUT-04225	present
MGYG-HGUT-04226	absent
MGYG-HGUT-04227	present
MGYG-HGUT-04228	absent
MGYG-HGUT-04229	absent
MGYG-HGUT-04230	present
MGYG-HGUT-04231	present
MGYG-HGUT-04232	present
MGYG-HGUT-04233	absent
MGYG-HGUT-04234	present
MGYG-HGUT-04235	absent
MGYG-HGUT-04236	present
MGYG-HGUT-04237	absent
MGYG-HGUT-04238	present
MGYG-HGUT-04239	present
MGYG-HGUT-04240	present
MGYG-HGUT-04241	present
MGYG-HGUT-04242	absent
MGYG-HGUT-04243	absent
MGYG-HGUT-04244	absent
MGYG-HGUT-04245	absent
MGYG-HGUT-04246	absent
MGYG-HGUT-04247	present
MGYG-HGUT-04248	absent
MGYG-HGUT-04249	absent
MGYG-HGUT-04250	absent
MGYG-HGUT-04251	absent
MGYG-HGUT-04252	absent
MGYG-HGUT-04253	absent
MGYG-HGUT-04254	absent
MGYG-HGUT-04255	present
MGYG-HGUT-04256	present
MGYG-HGUT-04257	absent
MGYG-HGUT-04258	present
MGYG-HGUT-04259	absent
MGYG-HGUT-04260	absent
MGYG-HGUT-04261	absent
MGYG-HGUT-04262	absent
MGYG-HGUT-04263	absent
MGYG-HGUT-04264	absent
MGYG-HGUT-04265	absent
MGYG-HGUT-04266	present
MGYG-HGUT-04267	absent
MGYG-HGUT-04268	absent
MGYG-HGUT-04269	absent
MGYG-HGUT-04270	absent
MGYG-HGUT-04271	absent
MGYG-HGUT-04272	absent
MGYG-HGUT-04273	present
MGYG-HGUT-04274	present
MGYG-HGUT-04275	absent
MGYG-HGUT-04276	present
MGYG-HGUT-04277	absent
MGYG-HGUT-04278	present
MGYG-HGUT-04279	absent
MGYG-HGUT-04280	present
MGYG-HGUT-04281	absent
MGYG-HGUT-04282	absent
MGYG-HGUT-04283	absent
MGYG-HGUT-04284	present
MGYG-HGUT-04285	present
MGYG-HGUT-04286	present
MGYG-HGUT-04287	present
MGYG-HGUT-04288	present
MGYG-HGUT-04289	absent
MGYG-HGUT-04290	absent
MGYG-HGUT-04291	absent
MGYG-HGUT-04292	absent
MGYG-HGUT-04293	absent
MGYG-HGUT-04294	present
MGYG-HGUT-04295	present
MGYG-HGUT-04296	absent
MGYG-HGUT-04297	present
MGYG-HGUT-04298	absent
MGYG-HGUT-04299	absent
MGYG-HGUT-04300	absent
MGYG-HGUT-04301	present
MGYG-HGUT-04302	absent
MGYG-HGUT-04303	absent
MGYG-HGUT-04304	absent
MGYG-HGUT-04305	present
MGYG-HGUT-04306	absent
MGYG-HGUT-04307	absent
MGYG-HGUT-04308	absent
MGYG-HGUT-04309	absent
MGYG-HGUT-04310	absent
MGYG-HGUT-04311	absent
MGYG-HGUT-04312	present
MGYG-HGUT-04313	present
MGYG-HGUT-04314	absent
MGYG-HGUT-04315	absent
MGYG-HGUT-04316	present
MGYG-HGUT-04317	present
MGYG-HGUT-04318	present
MGYG-HGUT-04319	absent
MGYG-HGUT-04320	present
MGYG-HGUT-04321	present
MGYG-HGUT-04322	absent
MGYG-HGUT-04323	absent
MGYG-HGUT-04324	present
MGYG-HGUT-04325	present
MGYG-HGUT-04326	present
MGYG-HGUT-04327	absent
MGYG-HGUT-04328	present
MGYG-HGUT-04329	absent
MGYG-HGUT-04330	present
MGYG-HGUT-04331	present
MGYG-HGUT-04332	present
MGYG-HGUT-04333	absent
MGYG-HGUT-04334	absent
MGYG-HGUT-04335	present
MGYG-HGUT-04336	absent
MGYG-HGUT-04337	absent
MGYG-HGUT-04338	present
MGYG-HGUT-04339	absent
MGYG-HGUT-04340	absent
MGYG-HGUT-04341	present
MGYG-HGUT-04342	absent
MGYG-HGUT-04343	absent
MGYG-HGUT-04344	present
MGYG-HGUT-04345	present
MGYG-HGUT-04346	present
MGYG-HGUT-04347	absent
MGYG-HGUT-04348	present
MGYG-HGUT-04349	present
MGYG-HGUT-04350	absent
MGYG-HGUT-04351	present
MGYG-HGUT-04352	absent
MGYG-HGUT-04353	absent
MGYG-HGUT-04354	absent
MGYG-HGUT-04355	absent
MGYG-HGUT-04356	present
MGYG-HGUT-04357	absent
MGYG-HGUT-04358	present
MGYG-HGUT-04359	absent
MGYG-HGUT-04360	absent
MGYG-HGUT-04361	present
MGYG-HGUT-04362	absent
MGYG-HGUT-04363	absent
MGYG-HGUT-04364	absent
MGYG-HGUT-04365	present
MGYG-HGUT-04366	present
MGYG-HGUT-04367	present
MGYG-HGUT-04368	present
MGYG-HGUT-04369	present
MGYG-HGUT-04370	absent
MGYG-HGUT-04371	absent
MGYG-HGUT-04372	absent
MGYG-HGUT-04373	absent
MGYG-HGUT-04374	present
MGYG-HGUT-04375	absent
MGYG-HGUT-04376	absent
MGYG-HGUT-04377	absent
MGYG-HGUT-04378	present
MGYG-HGUT-04379	absent
MGYG-HGUT-04380	absent
MGYG-HGUT-04381	present
MGYG-HGUT-04382	absent
MGYG-HGUT-04383	present
MGYG-HGUT-04384	absent
MGYG-HGUT-04385	present
MGYG-HGUT-04386	present
MGYG-HGUT-04387	present
MGYG-HGUT-04388	absent
MGYG-HGUT-04389	absent
MGYG-HGUT-04390	absent
MGYG-HGUT-04391	absent
MGYG-HGUT-04392	absent
MGYG-HGUT-04393	absent
MGYG-HGUT-04394	absent
MGYG-HGUT-04395	absent
MGYG-HGUT-04396	present
MGYG-HGUT-04397	absent
MGYG-HGUT-04398	present
MGYG-HGUT-04399	present
MGYG-HGUT-04400	absent
MGYG-HGUT-04401	absent
MGYG-HGUT-04402	absent
MGYG-HGUT-04403	absent
MGYG-HGUT-04404	present
MGYG-HGUT-04405	absent
MGYG-HGUT-04406	absent
MGYG-HGUT-04407	present
MGYG-HGUT-04408	present
MGYG-HGUT-04409	absent
MGYG-HGUT-04410	absent
MGYG-HGUT-04411	absent
MGYG-HGUT-04412	absent
MGYG-HGUT-04413	absent
MGYG-HGUT-04414	absent
MGYG-HGUT-04415	present
MGYG-HGUT-04416	absent
MGYG-HGUT-04417	absent
MGYG-HGUT-04418	absent
MGYG-HGUT-04419	present
MGYG-HGUT-04420	absent
MGYG-HGUT-04421	present
MGYG-HGUT-04422	present
MGYG-HGUT-04423	absent
MGYG-HGUT-04424	present
MGYG-HGUT-04425	absent
MGYG-HGUT-04426	absent
MGYG-HGUT-04427	absent
MGYG-HGUT-04428	absent
MGYG-HGUT-04429	absent
MGYG-HGUT-04430	present
MGYG-HGUT-04431	absent
MGYG-HGUT-04432	present
MGYG-HGUT-04433	present
MGYG-HGUT-04434	absent
MGYG-HGUT-04435	absent
MGYG-HGUT-04436	present
MGYG-HGUT-04437	absent
MGYG-HGUT-04438	absent
MGYG-HGUT-04439	absent
MGYG-HGUT-04440	absent
MGYG-HGUT-04441	absent
MGYG-HGUT-04442	present
MGYG-HGUT-04443	present
MGYG-HGUT-04444	absent
MGYG-HGUT-04445	absent
MGYG-HGUT-04446	absent
MGYG-HGUT-04447	absent
MGYG-HGUT-04448	absent
MGYG-HGUT-04449	absent
MGYG-HGUT-04450	present
MGYG-HGUT-04451	present
MGYG-HGUT-04452	absent
MGYG-HGUT-04453	absent
MGYG-HGUT-04454	present
MGYG-HGUT-04455	absent
MGYG-HGUT-04456	absent
MGYG-HGUT-04457	absent
MGYG-HGUT-04458	absent
MGYG-HGUT-04459	absent
MGYG-HGUT-04460	absent
MGYG-HGUT-04461	absent
MGYG-HGUT-04462	absent
MGYG-HGUT-04463	absent
MGYG-HGUT-04464	present
MGYG-HGUT-04465	absent
MGYG-HGUT-04466	present
MGYG-HGUT-04467	present
MGYG-HGUT-04468	absent
MGYG-HGUT-04469	absent
MGYG-HGUT-04470	absent
MGYG-HGUT-04471	absent
MGYG-HGUT-04472	present
MGYG-HGUT-04473	absent
MGYG-HGUT-04474	present
MGYG-HGUT-04475	absent
MGYG-HGUT-04476	absent
MGYG-HGUT-04477	absent
MGYG-HGUT-04478	absent
MGYG-HGUT-04479	absent
MGYG-HGUT-04480	present
MGYG-HGUT-04481	absent
MGYG-HGUT-04482	absent
MGYG-HGUT-04483	absent
MGYG-HGUT-04484	absent
MGYG-HGUT-04485	absent
MGYG-HGUT-04486	absent
MGYG-HGUT-04487	absent
MGYG-HGUT-04488	absent
MGYG-HGUT-04489	absent
MGYG-HGUT-04490	present
MGYG-HGUT-04491	absent
MGYG-HGUT-04492	present
MGYG-HGUT-04493	absent
MGYG-HGUT-04494	absent
MGYG-HGUT-04495	present
MGYG-HGUT-04496	present
MGYG-HGUT-04497	present
MGYG-HGUT-04498	present
MGYG-HGUT-04499	present
MGYG-HGUT-04500	present
